party,rank,points,penalty,successfulHackCount,unsuccessfulHackCount,problemResults
"{'contestId': 2007, 'participantId': 190480603, 'members': [{'handle': 'mkrukov07'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 168, 'startTimeSeconds': 1725028500}",1,7112.0,0,0,0,"[{'points': 497.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 155}, {'points': 734.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 425}, {'points': 968.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 656}, {'points': 1337.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2052}, {'points': 1732.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 4351}, {'points': 1844.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 6211}]"
"{'contestId': 2007, 'participantId': 190536069, 'members': [{'handle': 'temp6'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 211, 'startTimeSeconds': 1725028500}",2,7008.0,0,0,0,"[{'points': 497.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 139}, {'points': 736.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 380}, {'points': 965.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 675}, {'points': 1337.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2062}, {'points': 1840.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 3463}, {'points': 1633.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 7656}]"
"{'contestId': 2007, 'participantId': 190638488, 'members': [{'handle': 'wjq1234567'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 427, 'startTimeSeconds': 1725028500}",3,6941.0,0,0,0,"[{'points': 496.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 213}, {'points': 731.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 485}, {'points': 940.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1143}, {'points': 1308.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2414}, {'points': 1804.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 3753}, {'points': 1662.0, 'rejectedAttemptCount': 1, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 7128}]"
"{'contestId': 2007, 'participantId': 190509540, 'members': [{'handle': 'bingpao'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 480, 'startTimeSeconds': 1725028500}",4,6937.0,0,0,0,"[{'points': 494.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 248}, {'points': 714.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 914}, {'points': 936.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1235}, {'points': 1337.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2084}, {'points': 1718.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 4478}, {'points': 1738.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 6946}]"
"{'contestId': 2007, 'participantId': 190483058, 'members': [{'handle': 'AuSquare'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 194, 'startTimeSeconds': 1725028500}",5,6785.0,0,0,0,"[{'points': 492.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 333}, {'points': 719.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 784}, {'points': 924.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1457}, {'points': 1280.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2778}, {'points': 1667.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 4868}, {'points': 1703.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 7141}]"
