contestId,contestName,handle,rank,ratingUpdateTimeSeconds,oldRating,newRating
2048,Codeforces Global Round 28,jiangly,1,1734629700,3741,3814
2048,Codeforces Global Round 28,turmax,2,1734629700,3104,3276
2048,Codeforces Global Round 28,dorijanlendvaj,3,1734629700,3034,3199
2048,Codeforces Global Round 28,ksun48,4,1734629700,3489,3517
2048,Codeforces Global Round 28,hos.lyric,5,1734629700,3349,3399
2048,Codeforces Global Round 28,Nachia,6,1734629700,3109,3209
2048,Codeforces Global Round 28,strapple,7,1734629700,2899,3046
2048,Codeforces Global Round 28,Ormlis,8,1734629700,3088,3175
2048,Codeforces Global Round 28,maroonrk,9,1734629700,3266,3299
2048,Codeforces Global Round 28,dXqwq,10,1734629700,3188,3235
2048,Codeforces Global Round 28,_lbw_,11,1734629700,2803,2947
2048,Codeforces Global Round 28,StarSilk,12,1734629700,2950,3048
2048,Codeforces Global Round 28,xuanxuan001,13,1734629700,3072,3132
2048,Codeforces Global Round 28,arvindf232,14,1734629700,3127,3168
2048,Codeforces Global Round 28,Endagorion,15,1734629700,2952,3035
2048,Codeforces Global Round 28,le0n,16,1734629700,3144,3172
2048,Codeforces Global Round 28,GroupMatrix,17,1734629700,2845,2948
2048,Codeforces Global Round 28,grass8sheep,18,1734629700,2846,2945
2048,Codeforces Global Round 28,HIR180,19,1734629700,2753,2874
2048,Codeforces Global Round 28,Radewoosh,20,1734629700,3483,3410
2048,Codeforces Global Round 28,Kevin114514,21,1734629700,3442,3377
2048,Codeforces Global Round 28,ORzyzRO,22,1734629700,2740,2854
2048,Codeforces Global Round 28,Fido_Puppy,23,1734629700,2794,2890
2048,Codeforces Global Round 28,noimi,24,1734629700,3056,3080
2048,Codeforces Global Round 28,maspy,25,1734629700,3292,3254
2048,Codeforces Global Round 28,chinerist,26,1734629700,2659,2783
2048,Codeforces Global Round 28,Thienu,27,1734629700,2677,2794
2048,Codeforces Global Round 28,Flamire,28,1734629700,2851,2919
2048,Codeforces Global Round 28,Karuna,29,1734629700,2830,2901
2048,Codeforces Global Round 28,fengqiyuka,30,1734629700,2620,2745
2048,Codeforces Global Round 28,cxm1024,31,1734629700,2946,2982
2048,Codeforces Global Round 28,potato167,32,1734629700,3112,3103
2048,Codeforces Global Round 28,tute7627,33,1734629700,2762,2842
2048,Codeforces Global Round 28,ainta,34,1734629700,2815,2879
2048,Codeforces Global Round 28,_l_l_,35,1734629700,2757,2834
2048,Codeforces Global Round 28,Licha06,36,1734629700,2885,2926
